filename,category,p_typicality,n_block,task,cond,block_total,ISI,tImageOn,Report,RT,target_resp,iso_spread,TrialCompleted,ImgDur,participant,mem_response,mem_perform
fbelladona-RdWoJZbcQvo-unsplash_resized.jpg,target,0,1,oddball,old,3,1.5,31.2010651999735,1,0.62734810000984,1,0,1,0.5,5,,
img_os89g.png,bedrooms,9,1,oddball,old,3,1.5,32.8011591999675,0,2.01532420003787,0,0,1,0.5,5,,
hemant-kanojiya-LSKfjiXsbUU-unsplash_resized.jpg,nontarget,0,1,oddball,old,3,1.5,34.9178153999965,0,2.0117141000228,0,0,1,0.5,5,,
img_qgbyn.png,bedrooms,4,1,oddball,old,3,1.5,37.0512398999999,0,2.01499459997285,0,1,1,0.5,5,,
img_0nckg.png,bedrooms,4,1,oddball,old,3,1.5,39.1680037999758,0,2.00937560002785,0,0,1,0.5,5,,
img_bklr1.png,bedrooms,9,1,oddball,old,3,1.5,41.2847631999757,0,2.00912070000777,0,1,1,0.5,5,,
lotus-design-n-print-g51F6-WYzyU-unsplash_resized.jpg,nontarget,0,1,oddball,old,3,1.5,43.4015434000175,0,2.01142409996828,0,0,1,0.5,5,,
img_t2ioc.png,bedrooms,10,1,oddball,old,3,1.5,45.5349682999658,0,2.00852780003333,0,0,1,0.5,5,,
lotus-design-n-print-8WG4EXvdM4M-unsplash_resized.jpg,nontarget,0,1,oddball,old,3,1.5,47.6351060000015,0,2.01409640000202,0,0,1,0.5,5,,
img_bntrh.png,bedrooms,6,1,oddball,old,3,1.5,49.7684754999937,0,2.01466470002197,0,0,1,0.5,5,,
interior-design-6799917_1280_resized.jpg,nontarget,0,1,oddball,old,3,1.5,51.8852452000137,0,2.0131150999805,0,0,1,0.5,5,,
img_zi682.png,bedrooms,9,1,oddball,old,3,1.5,54.0186580999871,0,2.01497830002336,0,0,1,0.5,5,,
gemma-c-stpjHJGqZyw-unsplash_resized.jpg,target,0,1,oddball,old,3,1.5,56.1354253999889,0,2.01545070001157,0,0,1,0.5,5,,
img_3kho5.png,bedrooms,2,1,oddball,old,3,1.5,58.2521787000005,0,2.00929839996388,0,1,1,0.5,5,,
img_ldof4.png,bedrooms,1,1,oddball,old,3,1.5,60.3522853999748,0,2.0141363000148,0,0,1,0.5,5,,
img_ybbmx.png,bedrooms,3,1,oddball,old,3,1.5,62.4690509000211,0,2.01247259997763,0,1,1,0.5,5,,
hafeez-popoola-HJA1H6RbekA-unsplash_resized.jpg,target,0,1,oddball,old,3,1.5,64.5858411999652,1,0.51689880003687,1,0,1,0.5,5,,
img_oou46.png,bedrooms,6,1,oddball,old,3,1.5,66.1859035000089,0,2.01191479997942,0,0,1,0.5,5,,
house-method-FssgtQxo2xc-unsplash_resized.jpg,nontarget,0,1,oddball,old,3,1.5,68.3026620000019,0,2.01162710000062,0,0,1,0.5,5,,
img_a9acb.png,bedrooms,7,1,oddball,old,3,1.5,70.436064700014,0,2.00989529996878,0,0,1,0.5,5,,
jose-angel-perales-gomez-ktswqGsqaMQ-unsplash_resized.jpg,target,0,1,oddball,old,3,1.5,72.5528324000188,1,0.56219509994844,1,0,1,0.5,5,,
img_9pfbj.png,bedrooms,10,1,oddball,old,3,1.5,74.1529004999902,0,2.00920359999873,0,1,1,0.5,5,,
img_mdpr4.png,bedrooms,6,1,oddball,old,3,1.5,76.2863372999709,0,2.01322150003398,0,1,1,0.5,5,,
grace-kelly-xCxMmFBjJ6o-unsplash_resized.jpg,nontarget,0,1,oddball,old,3,1.5,78.4030576999648,0,2.00730400002794,0,0,1,0.5,5,,
img_sltwe.png,bedrooms,5,1,oddball,old,3,1.5,80.519870100019,0,2.01224529999308,0,1,1,0.5,5,,
img_3h4c9.png,bedrooms,9,1,oddball,old,3,1.5,82.636619500001,0,2.00794430001406,0,1,1,0.5,5,,
grocery-4715107_1920_resized.jpg,target,0,1,oddball,old,3,1.5,84.7367153000087,1,0.517334199976176,1,0,1,0.5,5,,
img_md6k3.png,bedrooms,8,1,oddball,old,3,1.5,86.3536614999757,0,2.01553800003603,0,1,1,0.5,5,,
img_2pnl2.png,bedrooms,1,1,oddball,old,3,1.5,88.4702187000075,0,2.00695529999211,0,1,1,0.5,5,,
hendrik-morkel-hZIhvOwyP0U-unsplash_resized.jpg,target,0,1,oddball,old,3,1.5,90.5702938999748,1,0.517328999994788,1,0,1,0.5,5,,
img_gbypq.png,bedrooms,6,1,oddball,old,3,1.5,92.1872412000084,0,2.01547939999728,0,1,1,0.5,5,,
img_x0u5z.png,bedrooms,10,1,oddball,old,3,1.5,94.3038123999722,0,2.01125310000498,0,1,1,0.5,5,,
franki-chamaki-GFPcR7N5CCE-unsplash_resized.jpg,target,0,1,oddball,old,3,1.5,96.420583500003,1,0.517316000012215,1,0,1,0.5,5,,
img_5m6x4.png,bedrooms,7,1,oddball,old,3,1.5,98.0376615999849,0,2.01617259997874,0,1,1,0.5,5,,
img_ymgcb.png,bedrooms,8,1,oddball,old,3,1.5,100.15406879998,0,2.0094478999963,0,1,1,0.5,5,,
jana-heinemann-hztvuJsoTmY-unsplash_resized.jpg,nontarget,0,1,oddball,old,3,1.5,102.270830299996,0,2.00784019997809,0,0,1,0.5,5,,
img_47k1j.png,bedrooms,4,1,oddball,old,3,1.5,104.370924999996,0,2.01691210002173,0,0,1,0.5,5,,
illumination-marketing-LbLSqPbnjRw-unsplash_resized.jpg,nontarget,0,1,oddball,old,3,1.5,106.487680899969,0,2.01178280002205,0,0,1,0.5,5,,
img_h0hbk.png,bedrooms,9,1,oddball,old,3,1.5,108.621111000015,0,2.01402000000235,0,1,1,0.5,5,,
img_2pk6v.png,bedrooms,9,1,oddball,old,3,1.5,110.737873999984,0,2.01470380002866,0,1,1,0.5,5,,
jan-antonin-kolar-y6zRzU2_GAA-unsplash_resized.jpg,target,0,1,oddball,old,3,1.5,112.854654399969,0,2.0168964000186,0,0,1,0.5,5,,
img_5yhyk.png,bedrooms,2,1,oddball,old,3,1.5,114.971403800009,0,2.0117541999789,0,1,1,0.5,5,,
img_fl5cd.png,bedrooms,10,1,oddball,old,3,1.5,117.088156500016,0,2.00762689998373,0,1,1,0.5,5,,
furniture-6778198_1920_resized.jpg,nontarget,0,1,oddball,old,3,1.5,119.188262099982,0,2.00836740003433,0,0,1,0.5,5,,
img_d7iri.png,bedrooms,9,1,oddball,old,3,1.5,121.321699599968,0,2.0131283000228,0,0,1,0.5,5,,
jon-stebbe-JAW8aK3ImD8-unsplash_resized.jpg,nontarget,0,1,oddball,old,3,1.5,123.4384556,0,2.01016000000527,0,0,1,0.5,5,,
